	tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3	primaryTitle	startYear	runtimeMinutes	genres	directors	writers	averageRating	numVotes	Story_Line	Ratio	Profitable
6084	tt4949628	151770	38027	Luigi Attrice	Antonio Casagrande	Marco Grieco	nm0041103	nm0142761	nm1705301	Bagnoli Jungle	2015	100	Drama	nm8155682,nm0135724	nm0135724	6.4	29	A rascal in his fifties. An 80 plus Italsìder pensioner. And an 18 year old delivery boy. Three generations in the jungle. Around them, a former glorious factory.	0.2505551126368015	False
2738	tt0901507	4000000	355345	Ricci Harnett	Terry Stone	Craig Fairbrass	nm0363652	nm1316819	nm0265492	Rise of the Footsoldier	2007	119	Action,Biography,Crime	nm1402202	nm1402202,nm1402203	6.8	18232	Rise of the Footsoldier follows the inexorable rise of Carlton Leach from one of the most feared generals of the football terraces to becoming a member of a notorious gang of criminals who rampaged their way through London and Essex in the late eighties and early nineties. It is three decades of his life following him from football hooliganism, through to his burgeoning career as a bouncer, his involvement in the criminal aspects of the early 'rave' scene and subsequently to his rise to power as one of the most feared and respected criminals in the country.	0.08883622779094305	False
6281	tt5791098	2731860	1535245	Kais Nashif	Lubna Azabal	Yaniv Biton	nm1845700	nm0044073	nm3455579	Tel Aviv on Fire	2018	100	Comedy,Drama,Romance	nm2108295	nm0459109,nm2108295	6.9	852	Salam, an inexperienced young Palestinian man, becomes a writer on a popular soap opera after a chance meeting with an Israeli soldier. His creative career is on the rise - until the soldier and the show's financial backers disagree about how the show should end, and Salam is caught in the middle.	0.5619777140930671	False
1860	tt0443632	60000000	77920346	Michael Douglas	Kiefer Sutherland	Kim Basinger	nm0000140	nm0000662	nm0000107	The Sentinel	2006	108	Action,Crime,Thriller	nm0424800	nm1079776,nm0677514	6.1	46224	A man who has devoted himself to serving the leader of the free world is accused of plotting against him in this thriller. Pete Garrison (Michael Douglas) is a veteran Secret Service agent who has had a long and distinguished career helping protect the president of the United States. David Breckinridge (Kiefer Sutherland) is a fellow Secret Service agent who learned most of what he knows from Garrison and holds him in great respect. When intelligence data suggests that there is a mole within the Secret Service who is part of a plot to assassinate President Ballentine (David Rasche), Garrison launches an investigation to ferret out the rogue agent, and asks Breckinridge to go over the evidence with a fine-toothed comb. Breckinridge is shocked when the clues point to Garrison as the traitor within the Secret Service, but his sense of duty compels him to see that his former mentor is placed under arrest. Garrison eludes his captors and struggles to prove his innocence while tracking down...	1.298672411688793	True
721	tt0301684	2719567	544512	Robert Carlyle	Rhys Ifans	Kathy Burke	nm0001015	nm0406975	nm0121755	Once Upon a Time in the Midlands	2002	104	Comedy,Drama,Romance	nm0276349	nm0292211,nm0276349	6.2	3997	Originally from the Midlands, Jimmy is currently living in Glasgow eking out a living as a hapless petty crook. One day, he sees his old family and friends - including his older foster sister Carol, her boyfriend/his old buddy Charlie, Jimmy's ex-wife and Carol's best friend Shirley, and Jimmy's pre-teen daughter Marlene - on a television talk show, they baring their souls to a national audience. He has not seen any of them in years. Of note on the show, Shirley rejects the marriage proposal of her slightly awkward live-in boyfriend Dek. Jimmy sees her answer to Dek as a reason to head back to the Midlands to reunite with his past, especially with Shirley and Marlene. Dek, already humiliated, is less than thrilled to see Jimmy back in their lives. In the ensuing duel between Jimmy and Dek for Shirley and Marlene's affections, others get caught up in the crossfire. Meanwhile, three of Jimmy's equally hapless crook friends from Glasgow come looking for him, Jimmy who left them high and ...	0.20022003494672685	False
5330	tt2852406	2100000	614444	Adam Bakri	Leem Lubany	Eyad Hourani	nm4682935	nm5647588	nm5647594	Omar	2013	98	Crime,Drama,Romance	nm0009463	nm0009463	7.5	12293	A young Palestinian freedom fighter agrees to work as an informant after he's tricked into an admission of guilt by association in the wake of an Israeli soldier's killing.	0.2925922416227421	False
717	tt0300532	25000000	51843679	Kate Bosworth	Michelle Rodriguez	Matthew Davis	nm0098378	nm0735442	nm0205127	Blue Crush	2002	104	Drama,Romance,Sport	nm0007082	nm0650036,nm1082685,nm0007082	5.6	28811	Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates including her rebellious younger sister, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters surf competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene ... until pro quarterback Matt Tollman comes along. Like it or not, Anne Marie starts losing her balance - and finding it - as she falls for Matt.	2.073747077050117	True
2952	tt1020072	20000000	66787908	David Oyelowo	Carmen Ejogo	Tim Roth	nm0654648	nm0252238	nm0000619	Selma	2014	128	Biography,Drama,History	nm1148550	nm2298096	7.5	78873	"The unforgettable true story chronicles the tumultuous three-month period in 1965, when Dr. Martin Luther King, Jr. led a dangerous campaign to secure equal voting rights in the face of violent opposition. The epic march from Selma to Montgomery culminated in President Johnson signing the Voting Rights Act of 1965, one of the most significant victories for the civil rights movement. Director Ava DuVernay's ""Selma"" tells the story of how the revered leader and visionary Dr. Martin Luther King, Jr and his brothers and sisters in the movement prompted change that forever altered history."	3.3393952330302383	True
6098	tt5003186	2529500	1253363	Alain Hernández	Javier Gutiérrez	Alba Galocha	nm2523877	nm0349522	nm7642538	Plan de fuga	2016	105	Action,Adventure,Crime	nm1981567	nm1981567	5.6	1211	Víctor is a thief who is contacted by members of the Russian mob for a robbery. Intriguished about it and receiving the usual visits of Helena, a girl who works as stripper and prostitute for the mob, Víctor distrusts about his new friends and the plan to steal the bank. In a meeting with them, Víctor realizes that the target is the Banco de Crédito Suizo (Swiss Credit Bank), and the amount is about 30,000,000 euros, guarded in the safe-box. But the plan complicates after to know the driver for the robbery, Rápido, a junkie who knows the true about Víctor. Just when both match together the mobsters, an especial operative of Interpol kill the mobsters and arrest Víctor, who previously let escape Rápido. During the interrogatory, a lieutenant from Spanish Policía Nacional appears to reveal that Víctor was really working as undercover cop in order to investigate and arrest Russian mob top. With the cover-up terminated, Víctor faces an Internal Affairs investigation by an assassination ...	0.4954981239382788	False
3563	tt1292566	38000000	112343513	Dakota Johnson	Rebel Wilson	Leslie Mann	nm0424848	nm2313103	nm0005182	How to Be Single	2016	110	Comedy,Drama,Romance	nm0228542	nm0463359,nm0799050,nm1401416,nm0875710	6.1	75729	There's a right way to be single, a wrong way to be single, and then...there's Alice. And Robin. Lucy. Meg. Tom. David. New York City is full of lonely hearts seeking the right match, be it a love connection, a hook-up, or something in the middle. And somewhere between the teasing texts and one-night stands, what these unmarrieds all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love. Sleeping around in the city that never sleeps was never so much fun.	2.9564081590418905	True
6023	tt4746506	5059000	1898410	Bérénice Bejo	Valerio Mastandrea	Fabrizio Gifuni	nm0067367	nm0557609	nm0317561	Sweet Dreams	2016	131	Drama,Romance	nm0069166	nm3789750,nm0016837,nm0069166,nm0763460	6.5	1320	Always inseparable with his beloved and joyful young mother, 9-year-old Massimo, now has to endure the tremendous blow from her death and the insufferable burden of accepting his loss. But no, this can't be true, his mother could not have died of a sudden heart attack, moreover, she simply cannot be his guardian angel from heaven, because Massimo, strongly believes that his vital mother is very much alive, temporarily residing in the United States. As the years pass by, profoundly traumatised little Massimo still refusing to accept the tragic event, he will silently continue carrying grief's heavy load on his shoulders, growing up to become a distant and detached journalist who chose to shut down his emotions, not out of revenge, but in order to survive. However, inevitably, after the death of his father, Massimo will need to confront his past in the very source of his persisting anguish, his house, react to the pain, refuse to be a victim, and ultimately, face courageously a ...	0.37525392859183065	False
6502	tt7374952	8000000	1404646	Logan Arevalo	Julian Bray	Adolfo Alvarez	nm8823490	nm10889939	nm5038093	El Chicano	2018	108	Drama	nm0004554	nm0004554,nm0138620	5.3	650	When L.A.P.D. Detective Diego Hernandez is assigned a career-making case investigating a vicious cartel, he uncovers links to his brother's supposed suicide and a turf battle that's about to swallow his neighborhood. Torn between playing by the book and seeking justice, he resurrects the masked street legend El Chicano. Now, out to take down his childhood buddy turned gang boss, he sets off a bloody war to defend his city and avenge his brother's murder.	0.175580728052409	False
5259	tt2664094	9800000	2085738	Fedor Bondarchuk	Skoti Collins	Sergey Druzyak	nm0094080	nm3086322	nm7615903	Odnoklassniki.ru: naCLICKay udachu	2013	104	Comedy	nm4503224	nm4503224,nm3324444,nm7071130	2.7	494	It would be great to have a wish-fulfilling button. This exactly what creative, but unlucky Alexei gets. Do is the press of a button really all you need to be happy? 2013	0.21283038644587893	False
147	tt0190138	41300000	106371651	Bruce Willis	Matthew Perry	Rosanna Arquette	nm0000246	nm0001612	nm0000275	The Whole Nine Yards	2000	98	Comedy,Crime	nm0528718	nm0438449	6.7	104219	"Montreal, Canada. A down-on-his luck dentist, ""Oz"" Oseransky (Matthew Perry), discovers that his new neighbor is Jimmy ""The Tulip"" Tudeski (Bruce Willis), former mob-contract-killer-turned-police-informant upon whose head the Hungarian mob has put a steep price. Egged on my his loathsome wife, Sophie (Rosanna Arquette), Oz sets off to Chicago to let the mob know where The Tulip is and hopefully claim part of the reward."	2.5755847076129608	True
6466	tt7073522	17099420	2475105	Gaspard Ulliel	Adèle Haenel	Olivier Gourmet	nm0880484	nm1194748	nm0332709	One Nation, One King	2018	121	Drama,History	nm0778144	nm0778144	6.0	698	The intertwining fates of the historical figures, the men and the women of the 1789 French revolution, as they meet at the newly established Assemblée Nationale.	0.14474788356868926	False
1688	tt0424136	950000	7022209	Patrick Wilson	Ellen Page	Sandra Oh	nm0933940	nm0680983	nm0644897	Hard Candy	2005	104	Drama,Thriller	nm1720541	nm0625198	7.1	148207	"After having online chat room chats for three weeks, ""Thonggrrrl14"" convinces ""Lensman319"" to meet in person in a public place, they being up front that they are a fourteen year old girl and thirty-two year old man respectively. They are indeed precocious fourteen year old Hayley Stark and thirty-two year old photographer Jeff Kohlver. Their interactions, including their meeting, are laced with indirect sexual innuendo, most specifically on Hayley's part, although Jeff is clear also in an indirect manner that he does not have sex with minors. Regardless, Hayley is further able to convince Jeff to continue their face-to-face at his place. There, both Hayley and Jeff's true intentions come to light, their meeting which was no accident on either side, and the intentions which may be incompatible and have serious and deadly consequences."	7.391791166535613	True
